,event name,Classification,genre,venue,Date,Zip code,City,State
242,Residente: US Tour 2018,Music,World,The Summit Music Hall,2018-09-13,80202,Denver,Colorado
243,Amanda Miguel & Diego Verdaguer  Siempre Juntos US Tour,Music,World,Paramount Theatre,2018-10-27,80202,Denver,Colorado
244,Beartooth w/ Knocked Loose,Music,Rock,Oriental Theatre-CO,2018-11-10,80212,Denver,Colorado
245,Behemoth,Music,Rock,Ogden Theatre,2018-11-13,80218,Denver,Colorado
246,Minnesota Wild at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-10-04,80204,Denver,Colorado
247,Joan Baez,Music,Country,Paramount Theatre-Colorado,2018-10-24,80204,Denver,Colorado
248,Years & Years,Music,Dance/Electronic,Ogden Theatre,2018-10-22,80218,Denver,Colorado
249,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-09-25,80204,Denver,Colorado
250,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-09-26,80204,Denver,Colorado
251,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-09-27,80204,Denver,Colorado
252,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-09-30,80204,Denver,Colorado
253,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-09-30,80204,Denver,Colorado
254,Denzel Curry,Music,Hip-Hop/Rap,Cervantes,2018-10-01,80205,Denver,Colorado
255,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-02,80204,Denver,Colorado
256,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-03,80204,Denver,Colorado
257,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-04,80204,Denver,Colorado
258,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-05,80204,Denver,Colorado
259,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-07,80204,Denver,Colorado
260,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-08,80204,Denver,Colorado
261,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-09,80204,Denver,Colorado
262,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-10,80204,Denver,Colorado
263,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-11,80204,Denver,Colorado
264,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-11,80204,Denver,Colorado
265,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-12,80204,Denver,Colorado
266,Dear Evan Hansen,Arts & Theatre,Undefined,Buell Theatre,2018-10-13,80204,Denver,Colorado
267,Scotty McCreery,Music,Country,Grizzly Rose,2018-10-26,80216,Denver,Colorado
268,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-08,80204,Denver,Colorado
