,event name,Classification,genre,venue,Date,Zip code,City,State
240,FC Dallas at Seattle Sounders FC,Sports,Soccer,CenturyLink Field,2018-08-12,98134,Seattle,Washington
241,Andy Shauf (Solo),Music,Rock,Columbia City Theater,2018-12-06,98118,Seattle,Washington
242,Waitress (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-09-14,98101,Seattle,Washington
243,Waitress (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-09-15,98101,Seattle,Washington
244,Sporting Kansas City at Seattle Sounders FC,Sports,Soccer,CenturyLink Field,2018-09-01,98134,Seattle,Washington
245,Michael Gira Solo Acoustic Performance,Music,Rock,Columbia City Theater,2018-10-05,98118,Seattle,Washington
246,Alkaline Trio,Music,Rock,Showbox SODO,2018-10-09,98134,Seattle,Washington
247,An Evening with Ellen Degeneres,Arts & Theatre,Comedy,Benaroya Hall - S. Mark Taper Auditorium,2018-08-21,98111,Seattle,Washington
248,An Evening with Ellen Degeneres,Arts & Theatre,Comedy,Benaroya Hall - S. Mark Taper Auditorium,2018-08-22,98111,Seattle,Washington
249,An Evening with Ellen Degeneres,Arts & Theatre,Comedy,Benaroya Hall - S. Mark Taper Auditorium,2018-08-23,98111,Seattle,Washington
250,Jay Rock,Music,Hip-Hop/Rap,Neumos,2018-10-10,98122,Seattle,Washington
251,Joe Russo's Almost Dead,Music,Blues,Showbox at the Market,2018-08-10,98104,Seattle,Washington
252,Ski Mask the Slump God,Music,Other,Showbox at the Market,2018-08-27,98104,Seattle,Washington
253,An Evening with Ellen Degeneres,Arts & Theatre,Undefined,Benaroya Hall,2018-08-21,98101,Seattle,Washington
254,Ellen Degeneres,Arts & Theatre,Undefined,Benaroya Hall,2018-08-22,98101,Seattle,Washington
255,Ellen Degeneres,Arts & Theatre,Undefined,Benaroya Hall,2018-08-23,98101,Seattle,Washington
256,Rupi Kaur,Arts & Theatre,Performance Art,Paramount Theatre,2018-10-12,98101,Seattle,Washington
257,Waitress (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-09-16,98101,Seattle,Washington
258,Waitress (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-09-13,98101,Seattle,Washington
259,On Your Feet (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-10-27,98101,Seattle,Washington
260,On Your Feet (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-10-27,98101,Seattle,Washington
261,Moscow Ballet's Great Russian Nutcracker,Arts & Theatre,Dance,Paramount Theatre,2018-11-09,98101,Seattle,Washington
262,Pond,Music,Rock,Neptune Theatre,2018-10-16,98105,Seattle,Washington
263,Ella Mai,Music,Other,Columbia City Theatre,2018-08-28,98118,Seattle,Washington
264,National Geographic: Symphony For Our World,Arts & Theatre,Classical,Paramount Theatre,2018-12-01,98101,Seattle,Washington
265,Eleanor Friedberger,Music,Rock,Columbia City Theater,2018-09-29,98118,Seattle,Washington
266,Felipe Esparza: Bad Decisions Tour!,Arts & Theatre,Comedy,Moore Theatre,2018-10-26,98101,Seattle,Washington
267,Gina Yashere,Arts & Theatre,Comedy,Neptune Theatre,2018-12-13,98105,Seattle,Washington
268,On Your Feet (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-10-28,98101,Seattle,Washington
269,Andy Borowitz,Arts & Theatre,Comedy,Moore Theatre,2019-01-16,98101,Seattle,Washington
270,On Your Feet (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-10-24,98101,Seattle,Washington
271,Trivium,Music,Rock,Showbox SODO,2018-10-29,98134,Seattle,Washington
272,On Your Feet (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-10-23,98101,Seattle,Washington
273,Hijas de su Madre,Arts & Theatre,Theatre,Moore Theatre,2018-09-26,98101,Seattle,Washington
274,Yelawolf,Music,Other,Showbox at the Market,2018-08-17,98104,Seattle,Washington
