,event name,Classification,genre,venue,Date,Zip code,City,State
489,DC Solar 300 - NASCAR Xfinity Series,Sports,Motorsports/Racing,Las Vegas Motor Speedway,2018-09-15,89115,Las Vegas,Nevada
490,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-09-30,89169,Las Vegas,Nevada
491,SiriusXM Hair Nation Tour 2018,Music,Rock,House of Blues Las Vegas presented by Cricket Wireless,2018-09-20,89119,Las Vegas,Nevada
492,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-09-06,89169,Las Vegas,Nevada
493,Ottawa Senators at Vegas Golden Knights,Sports,Miscellaneous,T-Mobile Arena,2018-10-28,89158,Las Vegas,Nevada
494,National Finals Rodeo,Sports,Miscellaneous,Thomas & Mack Center,2018-12-08,89154,Las Vegas,Nevada
495,Absinthe,Arts & Theatre,Performance Art,Spiegeltent at Caesars Palace,2018-08-06,89109,Las Vegas,Nevada
496,Penn & Teller,Arts & Theatre,Comedy,Penn & Teller Theater at Rio Las Vegas,2018-08-25,89103,Las Vegas,Nevada
497,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-10-06,89169,Las Vegas,Nevada
498,Donny and Marie Osmond (Las Vegas),Music,Rock,Donny & Marie Showroom at Flamingo Las Vegas,2018-08-11,89109,Las Vegas,Nevada
499,The Front Bottoms,Music,Rock,House of Blues Las Vegas presented by Cricket Wireless,2018-10-04,89119,Las Vegas,Nevada
