,event name,Classification,genre,venue,Date,Zip code,City,State
933,Mija 'just Enough' Tour,Music,Dance/Electronic,Bijou,2018-10-12,02116,Boston,Massachusetts
934,Tyler Childers,Music,Other,Royale Boston,2018-10-12,02116,Boston,Massachusetts
935,David Spade,Arts & Theatre,Comedy,The Wilbur,2018-10-12,02116,Boston,Massachusetts
936,Rene Marie,Music,Jazz,Scullers Jazz Club,2018-10-13,02134,Boston,Massachusetts
937,Rene Marie,Music,Jazz,Scullers Jazz Club,2018-10-13,02134,Boston,Massachusetts
938,The Suicide Girls,Music,Other,Royale Boston,2018-10-13,02116,Boston,Massachusetts
939,Masego,Music,Other,Royale Boston,2018-10-16,02116,Boston,Massachusetts
940,Noah Preminger,Music,Jazz,Scullers Jazz Club,2018-10-18,02134,Boston,Massachusetts
941,Murder By Death,Music,Alternative,Royale Boston,2018-10-18,02116,Boston,Massachusetts
942,US National Under 18 Hockey at Boston University Terriers Mens Ice Hockey,Sports,Hockey,Agganis Arena,2018-10-19,02215,Boston,Massachusetts
943,Holly Near Band,Music,Country,City Winery - Boston,2018-10-21,02114,Boston,Massachusetts
944,Kathy Mattea,Music,Country,City Winery - Boston,2018-10-22,02114,Boston,Massachusetts
945,Kandace Springs,Music,Other,City Winery - Boston,2018-10-24,02114,Boston,Massachusetts
946,Dee Dee Bridgewater,Music,Jazz,Scullers Jazz Club,2018-10-26,02134,Boston,Massachusetts
947,Dee Dee Bridgewater,Music,Jazz,Scullers Jazz Club,2018-10-26,02134,Boston,Massachusetts
948,Providence College Friars Hockey at Boston University Terriers Mens Ice Hockey,Sports,Hockey,Agganis Arena,2018-10-26,02215,Boston,Massachusetts
949,Yacht Rock Revue,Music,Other,Royale Boston,2018-10-26,02116,Boston,Massachusetts
950,Dee Dee Bridgewater,Music,Jazz,Scullers Jazz Club,2018-10-27,02134,Boston,Massachusetts
951,Dee Dee Bridgewater,Music,Jazz,Scullers Jazz Club,2018-10-27,02134,Boston,Massachusetts
952,Pokey LaFarge,Music,Other,City Winery - Boston,2018-10-27,02114,Boston,Massachusetts
953,Yacht Rock Revue,Music,Other,Royale Boston,2018-10-27,02116,Boston,Massachusetts
954,This Will Destroy You,Music,Rock,Brighton Music Hall,2018-10-28,02134,Boston,Massachusetts
955,Alcest Performing KODAMA In Its Entirety,Music,Metal,Brighton Music Hall,2018-10-29,02134,Boston,Massachusetts
956,Live Dead & Riders '69,Music,Undefined,The Wilbur,2018-10-31,02116,Boston,Massachusetts
957,Northeastern Huskies Hockey at Boston University Terriers Mens Ice Hockey,Sports,Hockey,Agganis Arena,2018-11-03,02215,Boston,Massachusetts
958,"Jimmy Carr: The Best Of, Ultimate, Gold, Greatest Hits Tour",Arts & Theatre,Comedy,The Wilbur,2018-11-04,02116,Boston,Massachusetts
